Ulasan,cleaned_text,kata,skor_tfidf
"Kl blm siap dgn sistem online, mending g usah aja.. jujur ini malah lbh lama dan menyulitkan proses nya.. bukannya Simple or praktis tp mlh ribet.. hrs d wa dl petugasnya.. ujungnya suruh isi ulang.. dah lah.. dasar negara berflower.. birokrasi nya emg g bs berubah.. harusnya sih bintang 0 saja.. serius.. ini blibet bgt.. g guna layanan aplikasi onlen ini.. dua bulan coyy ngurusnya.. makan ati.. mending makan ati asli.. ini gawe dongkol",kl belum_siap online mending tidak_usah jujur justru lbh lama sulit proses bukan_simple or praktis mlh ribet hrs d wa dl tugas ujung suruh ulang dasar negara berflower birokrasi emg tidak_bs ubah serius blibet bgt tidak_guna layan onlen dua bulan coyy ngurusnya makan ati mending makan ati asli dongkol,ulang,0.14345763455603797
"Kl blm siap dgn sistem online, mending g usah aja.. jujur ini malah lbh lama dan menyulitkan proses nya.. bukannya Simple or praktis tp mlh ribet.. hrs d wa dl petugasnya.. ujungnya suruh isi ulang.. dah lah.. dasar negara berflower.. birokrasi nya emg g bs berubah.. harusnya sih bintang 0 saja.. serius.. ini blibet bgt.. g guna layanan aplikasi onlen ini.. dua bulan coyy ngurusnya.. makan ati.. mending makan ati asli.. ini gawe dongkol",kl belum_siap online mending tidak_usah jujur justru lbh lama sulit proses bukan_simple or praktis mlh ribet hrs d wa dl tugas ujung suruh ulang dasar negara berflower birokrasi emg tidak_bs ubah serius blibet bgt tidak_guna layan onlen dua bulan coyy ngurusnya makan ati mending makan ati asli dongkol,wa,0.14793812319368402
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,bagus,0.13991698078691253
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,bagus beaming,0.2350234368656616
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,bagus beaming face,0.2350234368656616
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,bantu,0.1061277890870987
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,beaming,0.22510255811769397
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,beaming face,0.22510255811769397
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,beaming face with,0.22510255811769397
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,eyes,0.2058038916062927
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,eyes bagus,0.2350234368656616
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,face,0.17729541411164226
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,face with,0.20119898611466813
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,face with smiling,0.22510255811769397
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,lag,0.2350234368656616
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,lancar,0.1795210614636729
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,no,0.34065949607157
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,sangat,0.16220145522468124
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,sangat bantu,0.11623161555743873
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,smiling,0.22510255811769397
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,smiling eyes,0.22510255811769397
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,with,0.20119898611466813
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,with smiling,0.22510255811769397
sangat membantu dan aplikasi sangat lancar no lag dan no iklan 👍😁 jos pokoe,sangat bantu sangat lancar no lag no iklan bagus beaming face with smiling eyes bagus pokoe,with smiling eyes,0.22510255811769397
Pelayanan baik,layan baik,baik,0.7158822455092598
Pelayanan baik,layan baik,layan,0.6982210327429417
BANGGA MENJADI WARGA JOGJA,bangga jadi warga,jadi,0.7325393859520573
BANGGA MENJADI WARGA JOGJA,bangga jadi warga,warga,0.6807246492003819
error terus,error terus,error,0.535834873860815
error terus,error terus,error terus,0.7187805181496022
error terus,error terus,terus,0.4429848244388899
"sangat membantu , dan menambah wawasan.",sangat bantu tambah wawas,bantu,0.3971899359304092
"sangat membantu , dan menambah wawasan.",sangat bantu tambah wawas,sangat,0.3585330151151116
"sangat membantu , dan menambah wawasan.",sangat bantu tambah wawas,sangat bantu,0.43500414296258205
"sangat membantu , dan menambah wawasan.",sangat bantu tambah wawas,tambah,0.7241999913514597
Good,bagus,bagus,1.0
ok,oke,oke,1.0
Kode aktivasi ga dikssih2 ki piye to?,kode aktivasi tidak_dikssih ki piye to,aktivasi,0.3718576049446061
Kode aktivasi ga dikssih2 ki piye to?,kode aktivasi tidak_dikssih ki piye to,kode,0.4018139920749241
Kode aktivasi ga dikssih2 ki piye to?,kode aktivasi tidak_dikssih ki piye to,kode aktivasi,0.43437223032975986
Kode aktivasi ga dikssih2 ki piye to?,kode aktivasi tidak_dikssih ki piye to,piye,0.4018139920749241
Kode aktivasi ga dikssih2 ki piye to?,kode aktivasi tidak_dikssih ki piye to,piye to,0.43437223032975986
Kode aktivasi ga dikssih2 ki piye to?,kode aktivasi tidak_dikssih ki piye to,to,0.4018139920749241
Setelah di update malah gk bisa cek atau buka cctv kota jogja,justru tidak_bisa cek kota,cek,0.578186452839073
Setelah di update malah gk bisa cek atau buka cctv kota jogja,justru tidak_bisa cek kota,justru,0.3828380923660954
Setelah di update malah gk bisa cek atau buka cctv kota jogja,justru tidak_bisa cek kota,justru tidak_bisa,0.578186452839073
Setelah di update malah gk bisa cek atau buka cctv kota jogja,justru tidak_bisa cek kota,kota,0.32263005152252394
Setelah di update malah gk bisa cek atau buka cctv kota jogja,justru tidak_bisa cek kota,tidak_bisa,0.2841578723083415
Oh iya ternyata ada info untuk lokasi vaksinasi plus ada fitur untuk daftar dan boking. Aku kurang informasi 😅,oh iya nyata lokasi vaksinasi plus boking aku kurang_informasi grinning face with sweat,aku,0.27890265215286575
Oh iya ternyata ada info untuk lokasi vaksinasi plus ada fitur untuk daftar dan boking. Aku kurang informasi 😅,oh iya nyata lokasi vaksinasi plus boking aku kurang_informasi grinning face with sweat,face,0.25083124002970614
Oh iya ternyata ada info untuk lokasi vaksinasi plus ada fitur untuk daftar dan boking. Aku kurang informasi 😅,oh iya nyata lokasi vaksinasi plus boking aku kurang_informasi grinning face with sweat,face with,0.2846491627137234
Oh iya ternyata ada info untuk lokasi vaksinasi plus ada fitur untuk daftar dan boking. Aku kurang informasi 😅,oh iya nyata lokasi vaksinasi plus boking aku kurang_informasi grinning face with sweat,grinning,0.3325027914593205
Oh iya ternyata ada info untuk lokasi vaksinasi plus ada fitur untuk daftar dan boking. Aku kurang informasi 😅,oh iya nyata lokasi vaksinasi plus boking aku kurang_informasi grinning face with sweat,grinning face,0.3325027914593205
Oh iya ternyata ada info untuk lokasi vaksinasi plus ada fitur untuk daftar dan boking. Aku kurang informasi 😅,oh iya nyata lokasi vaksinasi plus boking aku kurang_informasi grinning face with sweat,grinning face with,0.3325027914593205
Oh iya ternyata ada info untuk lokasi vaksinasi plus ada fitur untuk daftar dan boking. Aku kurang informasi 😅,oh iya nyata lokasi vaksinasi plus boking aku kurang_informasi grinning face with sweat,iya,0.3325027914593205
Oh iya ternyata ada info untuk lokasi vaksinasi plus ada fitur untuk daftar dan boking. Aku kurang informasi 😅,oh iya nyata lokasi vaksinasi plus boking aku kurang_informasi grinning face with sweat,lokasi,0.29868486877530326
Oh iya ternyata ada info untuk lokasi vaksinasi plus ada fitur untuk daftar dan boking. Aku kurang informasi 😅,oh iya nyata lokasi vaksinasi plus boking aku kurang_informasi grinning face with sweat,nyata,0.2846491627137234
Oh iya ternyata ada info untuk lokasi vaksinasi plus ada fitur untuk daftar dan boking. Aku kurang informasi 😅,oh iya nyata lokasi vaksinasi plus boking aku kurang_informasi grinning face with sweat,vaksinasi,0.29116401906503586
Oh iya ternyata ada info untuk lokasi vaksinasi plus ada fitur untuk daftar dan boking. Aku kurang informasi 😅,oh iya nyata lokasi vaksinasi plus boking aku kurang_informasi grinning face with sweat,with,0.2846491627137234
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,akhir,0.17742596150577275
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,baik,0.10702643762031541
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,dftar,0.19180245620539266
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,duduk,0.12431694436775294
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,kartu,0.1260764950616552
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,kartu tanda,0.13102669942980152
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,kartu tanda duduk,0.13102669942980152
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,lagi,0.24807267353540213
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,lambat,0.13572821018214792
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,lewat,0.27801196743440576
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,lewat wa,0.32474978794863296
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,lg,0.19180245620539266
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,minggu,0.18370603426146656
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,paksa,0.19180245620539266
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,respon,0.14650700793305665
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,sama,0.14298446094725717
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,tanda,0.12996454905996052
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,tanda duduk,0.13102669942980152
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,tetap,0.16419834650314546
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,ubah,0.3615799183362509
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,ubah kartu,0.19180245620539266
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,wa,0.4050784374566106
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,wa yg,0.19180245620539266
"Saya sdh wa utk perubahan C1 sdh seminggu perubahan nya blm jg dikirim baik lewat wa atau email, saya komplain lewat wa yg sama ttp tdk ad respon. Terpaksa saya dftar lg utk perubahan ktp dan c1 lg.... lwat fitur jss pun jg akhirnya wa lg dan wa lg ... seperti muter2 saja.",wa ubah c minggu ubah belum_juga baik lewat wa komplain lewat wa yg sama tetap tidak_ad respon paksa dftar lagi ubah kartu tanda duduk c lg lwat akhir wa lagi wa lagi lambat,yg,0.11496948782560726
Memudahkan,mudah,mudah,1.0
Login tidak bisaaaa.,tidak_bisaa,tidak_bisaa,1.0
Cepat memberi tanggapan,cepat beri tanggap,beri,0.5649598759866008
Cepat memberi tanggapan,cepat beri tanggap,cepat,0.47662433709853314
Cepat memberi tanggapan,cepat beri tanggap,tanggap,0.6735351362851001
Mantab,bagus,bagus,1.0
Respon lambat msh banyak troubel,respon lambat banyak troubel,banyak,0.46766807745710065
Respon lambat msh banyak troubel,respon lambat banyak troubel,lambat,0.4332608522152219
Respon lambat msh banyak troubel,respon lambat banyak troubel,respon,0.46766807745710065
Respon lambat msh banyak troubel,respon lambat banyak troubel,troubel,0.6122566231515167
Kalau mengurus surat Cerai mati apakah harus pakai surat kematian karena meninggalnya di Jakarta bersama Istri barunya,urus surat cerai mati apakah surat mati tinggal jakarta sama istri baru,apakah,0.29854058287196694
Kalau mengurus surat Cerai mati apakah harus pakai surat kematian karena meninggalnya di Jakarta bersama Istri barunya,urus surat cerai mati apakah surat mati tinggal jakarta sama istri baru,baru,0.23788186248727844
Kalau mengurus surat Cerai mati apakah harus pakai surat kematian karena meninggalnya di Jakarta bersama Istri barunya,urus surat cerai mati apakah surat mati tinggal jakarta sama istri baru,mati,0.5054731461723936
Kalau mengurus surat Cerai mati apakah harus pakai surat kematian karena meninggalnya di Jakarta bersama Istri barunya,urus surat cerai mati apakah surat mati tinggal jakarta sama istri baru,sama,0.24058860355359718
Kalau mengurus surat Cerai mati apakah harus pakai surat kematian karena meninggalnya di Jakarta bersama Istri barunya,urus surat cerai mati apakah surat mati tinggal jakarta sama istri baru,surat,0.4583449318961571
Kalau mengurus surat Cerai mati apakah harus pakai surat kematian karena meninggalnya di Jakarta bersama Istri barunya,urus surat cerai mati apakah surat mati tinggal jakarta sama istri baru,surat mati,0.3227307694199521
Kalau mengurus surat Cerai mati apakah harus pakai surat kematian karena meninggalnya di Jakarta bersama Istri barunya,urus surat cerai mati apakah surat mati tinggal jakarta sama istri baru,tinggal,0.28990673158226493
Kalau mengurus surat Cerai mati apakah harus pakai surat kematian karena meninggalnya di Jakarta bersama Istri barunya,urus surat cerai mati apakah surat mati tinggal jakarta sama istri baru,urus,0.21695883865412818
Kalau mengurus surat Cerai mati apakah harus pakai surat kematian karena meninggalnya di Jakarta bersama Istri barunya,urus surat cerai mati apakah surat mati tinggal jakarta sama istri baru,urus surat,0.3091075628395643
trus ber semangat,terus ber semangat,ber,0.6186887928026793
trus ber semangat,terus ber semangat,semangat,0.668819991613472
trus ber semangat,terus ber semangat,terus,0.41219412475012107
ngirim file tidak bisa alias bug masih ada,ngirim tidak_bisa alias bug,alias,0.7170128233306955
ngirim file tidak bisa alias bug masih ada,ngirim tidak_bisa alias bug,bug,0.6014288697453266
ngirim file tidak bisa alias bug masih ada,ngirim tidak_bisa alias bug,tidak_bisa,0.3523860465685377
Bermanfaat,manfaat,manfaat,1.0
Memuaskan,muas,muas,1.0
Slow respon.. pertanyaan saya 1 minggu tidak di jawab.. uninstall aja..,slow respon tanya minggu tidak_di jawab uninstall,jawab,0.37947351847050487
Slow respon.. pertanyaan saya 1 minggu tidak di jawab.. uninstall aja..,slow respon tanya minggu tidak_di jawab uninstall,minggu,0.42455710833925114
Slow respon.. pertanyaan saya 1 minggu tidak di jawab.. uninstall aja..,slow respon tanya minggu tidak_di jawab uninstall,respon,0.3385876348022674
Slow respon.. pertanyaan saya 1 minggu tidak di jawab.. uninstall aja..,slow respon tanya minggu tidak_di jawab uninstall,slow,0.4432684887368886
Slow respon.. pertanyaan saya 1 minggu tidak di jawab.. uninstall aja..,slow respon tanya minggu tidak_di jawab uninstall,tanya,0.41004343414212246
Slow respon.. pertanyaan saya 1 minggu tidak di jawab.. uninstall aja..,slow respon tanya minggu tidak_di jawab uninstall,tidak_di,0.4432684887368886
oke tak coba dulu,oke tak coba dulu,coba,0.48007693875752916
oke tak coba dulu,oke tak coba dulu,dulu,0.5212117049280396
oke tak coba dulu,oke tak coba dulu,oke,0.3781363438385167
oke tak coba dulu,oke tak coba dulu,tak,0.595715869343469
Mantab,bagus,bagus,1.0
Keren pak Heroe,bagus pak heroe,bagus,0.35530206173381274
Keren pak Heroe,bagus pak heroe,pak,0.9347515418161673
Alhamdulillah mantab,alhamdulillah bagus,alhamdulillah,0.9387419702955111
Alhamdulillah mantab,alhamdulillah bagus,bagus,0.344620825264089
Mantap,bagus,bagus,1.0
Sangat membantu dan kewajiban kulo,sangat bantu wajib kulo,bantu,0.3723982653187427
Sangat membantu dan kewajiban kulo,sangat bantu wajib kulo,sangat,0.3361542194557502
Sangat membantu dan kewajiban kulo,sangat bantu wajib kulo,sangat bantu,0.407852197629989
Sangat membantu dan kewajiban kulo,sangat bantu wajib kulo,wajib,0.762873815003553
Aplikasi sudah ada kemajuan. Semoga semakin ada peningkatan lagi dan mempermudah masyarakat Jogja dalam mengurus administrasi kependudukan,maju moga makin tingkat lagi mudah urus administrasi duduk,administrasi,0.32113724830417056
Aplikasi sudah ada kemajuan. Semoga semakin ada peningkatan lagi dan mempermudah masyarakat Jogja dalam mengurus administrasi kependudukan,maju moga makin tingkat lagi mudah urus administrasi duduk,duduk,0.23171220920794816
Aplikasi sudah ada kemajuan. Semoga semakin ada peningkatan lagi dan mempermudah masyarakat Jogja dalam mengurus administrasi kependudukan,maju moga makin tingkat lagi mudah urus administrasi duduk,lagi,0.2203257750739717
Aplikasi sudah ada kemajuan. Semoga semakin ada peningkatan lagi dan mempermudah masyarakat Jogja dalam mengurus administrasi kependudukan,maju moga makin tingkat lagi mudah urus administrasi duduk,lagi mudah,0.3424065099093365
